year,month,day,PCA1,PCA2,AQI,Kmeans_3,Kmeans_4,Kmeans_6,Kmeans_12,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station,HDBSCAN_3,HDBSCAN_4,HDBSCAN_6,HDBSCAN_12
2013,12,15,5.76,11.88,2.0,2,2,2,7,66.12,83.67,38.29,70.46,,6.7,-0.73,1025.44,-15.22,0.0,0.8,Gucheng,-1,-1,-1,-1
2013,12,15,5.15,3.45,2.0,2,0,0,10,37.12,36.92,32.29,36.29,987.5,32.79,-2.81,1024.22,-18.12,0.0,1.14,Huairou,-1,-1,-1,-1
2013,12,15,5.82,11.92,2.0,2,2,2,7,46.29,59.88,30.33,54.42,,15.95,-0.78,1029.38,-18.73,0.0,1.1,Nongzhanguan,-1,-1,-1,-1
2013,12,15,-1.24,1.27,2.0,0,3,3,5,44.88,51.29,29.79,38.33,1952.17,31.12,-0.83,1029.97,-17.42,0.0,1.22,Shunyi,2,2,2,2
2013,12,15,6.18,6.77,2.0,2,2,2,2,43.04,47.46,20.54,57.33,1142.86,12.71,-0.78,1029.38,-18.73,0.0,1.1,Tiantan,-1,-1,-1,-1
2013,12,15,5.75,11.85,2.0,2,2,2,7,69.67,87.54,42.71,73.25,,7.47,-1.42,1027.41,-14.82,0.0,1.08,Wanliu,-1,-1,-1,-1
2013,12,15,-0.32,1.93,2.0,0,3,3,5,46.79,56.33,26.25,56.54,1291.67,7.88,-1.13,1026.62,-16.12,0.0,1.02,Wanshouxigong,2,2,2,2
2013,12,16,5.26,11.91,4.0,2,2,2,7,126.42,144.75,72.67,78.83,,4.84,-1.04,1024.89,-13.09,0.0,1.1,Aotizhongxin,-1,-1,-1,-1
2013,12,16,0.3,0.39,3.0,0,3,3,5,106.0,105.29,62.38,68.42,2391.67,8.88,-1.37,1021.77,-14.63,0.0,0.9,Changping,-1,-1,-1,-1
2013,12,16,1.96,0.98,3.0,0,3,0,3,96.58,101.96,49.79,79.92,1921.74,4.54,-1.37,1021.77,-14.63,0.0,0.9,Dingling,-1,-1,-1,-1
2013,12,16,5.25,11.9,4.0,2,2,2,7,144.91,145.62,70.67,81.25,,14.12,-1.85,1026.99,-14.2,0.0,1.01,Dongsi,-1,-1,-1,-1
2013,12,16,5.28,11.9,4.0,2,2,2,7,130.67,136.04,63.25,80.58,,3.64,-1.04,1024.89,-13.09,0.0,1.1,Guanyuan,-1,-1,-1,-1
2013,12,16,5.5,11.86,3.0,2,2,2,7,102.75,111.33,60.5,86.5,,12.24,-1.04,1022.97,-13.26,0.0,0.6,Gucheng,-1,-1,-1,-1
2013,12,16,1.25,1.24,3.0,0,3,3,5,94.46,140.08,56.38,58.62,1816.67,11.75,-3.69,1021.8,-14.3,0.0,0.81,Huairou,-1,-1,-1,-1
2013,12,16,5.23,11.9,5.0,2,2,2,7,168.22,184.08,86.62,81.75,,11.7,-1.85,1026.99,-14.2,0.0,1.01,Nongzhanguan,-1,-1,-1,-1
2013,12,16,-1.27,-0.23,3.0,0,3,3,4,100.58,97.04,50.58,59.79,3154.17,4.12,-1.78,1027.63,-13.49,0.0,0.94,Shunyi,-1,-1,-1,-1
2013,12,16,5.24,11.89,4.0,2,2,2,7,130.38,139.79,48.62,82.79,,2.37,-1.85,1026.99,-14.2,0.0,1.01,Tiantan,-1,-1,-1,-1
2013,12,16,5.25,11.88,4.0,2,2,2,7,135.42,159.58,76.79,88.54,,1.34,-1.04,1024.89,-13.09,0.0,1.1,Wanliu,-1,-1,-1,-1
2013,12,16,-1.05,-0.26,4.0,0,3,3,4,126.0,156.12,66.46,80.38,3304.35,1.96,-1.85,1024.1,-12.81,0.0,0.74,Wanshouxigong,-1,-1,-1,-1
2013,12,17,6.31,12.25,2.0,2,2,2,7,71.96,72.92,43.73,50.57,,16.76,-0.03,1027.3,-14.99,0.0,2.36,Aotizhongxin,-1,-1,-1,-1
2013,12,17,8.5,-1.13,2.0,1,1,5,1,54.38,56.88,50.08,37.04,1420.83,30.92,-0.56,1024.26,-15.84,0.0,1.9,Changping,-1,-1,-1,-1
2013,12,17,10.96,-2.53,2.0,1,1,1,1,42.75,47.38,27.88,29.77,821.74,46.02,-0.56,1024.26,-15.84,0.0,1.9,Dingling,-1,-1,-1,-1
2013,12,17,7.77,4.34,3.0,2,2,2,2,81.33,70.08,43.29,53.61,575.0,23.43,-0.72,1029.36,-15.85,0.0,2.02,Dongsi,0,0,0,0
2013,12,17,6.28,12.24,3.0,2,2,2,7,80.0,87.33,41.56,57.01,,19.82,-0.03,1027.3,-14.99,0.0,2.36,Guanyuan,-1,-1,-1,-1
2013,12,17,6.3,12.22,2.0,2,2,2,7,64.46,59.92,43.97,61.04,,22.72,0.21,1025.19,-15.2,0.0,1.5,Gucheng,-1,-1,-1,-1
2013,12,17,8.6,-0.33,2.0,1,1,5,1,61.58,62.42,36.25,42.3,1182.61,31.71,-2.3,1024.17,-15.96,0.0,1.5,Huairou,-1,-1,-1,-1
2013,12,17,6.29,12.25,3.0,2,2,2,7,82.38,91.67,44.11,46.56,,29.6,-0.72,1029.36,-15.85,0.0,2.02,Nongzhanguan,-1,-1,-1,-1
2013,12,17,8.1,-0.96,2.0,1,1,5,1,55.09,45.32,18.83,25.04,1861.9,37.75,-0.88,1030.06,-15.8,0.0,2.6,Shunyi,-1,-1,-1,-1
2013,12,17,6.26,12.25,3.0,2,2,2,7,84.83,87.67,42.36,58.24,,14.2,-0.72,1029.36,-15.85,0.0,2.02,Tiantan,-1,-1,-1,-1
2013,12,17,6.23,12.22,3.0,2,2,2,7,82.17,86.79,54.77,56.53,,16.63,-0.03,1027.3,-14.99,0.0,2.36,Wanliu,-1,-1,-1,-1
2013,12,17,6.88,0.06,3.0,2,0,5,0,84.83,98.88,47.25,54.88,1820.83,10.0,0.61,1026.33,-15.91,0.0,2.59,Wanshouxigong,-1,-1,-1,-1
2013,12,18,6.58,7.7,2.0,2,2,2,7,33.52,56.21,24.25,38.92,,23.09,-3.99,1026.25,-15.65,0.0,1.62,Aotizhongxin,-1,-1,-1,-1
2013,12,18,2.36,1.78,1.0,0,0,0,3,27.29,32.04,27.0,25.21,829.17,30.88,-3.42,1023.03,-17.96,0.0,2.05,Changping,-1,-1,-1,-1
2013,12,18,8.05,1.07,1.0,2,2,5,11,19.92,20.79,20.17,22.12,520.83,46.04,-3.42,1023.03,-17.96,0.0,2.05,Dingling,-1,-1,-1,-1
2013,12,18,6.91,4.3,2.0,2,2,2,2,43.96,42.71,21.54,39.33,514.29,30.73,-4.11,1028.37,-17.67,0.0,1.96,Dongsi,-1,-1,-1,-1
2013,12,18,6.47,7.81,2.0,2,2,2,7,43.5,50.83,22.92,45.83,,20.92,-3.99,1026.25,-15.65,0.0,1.62,Guanyuan,-1,-1,-1,-1
2013,12,18,5.77,10.57,2.0,2,2,2,7,52.5,54.29,25.5,48.42,,20.65,-3.97,1024.31,-15.81,0.0,1.22,Gucheng,-1,-1,-1,-1
2013,12,18,7.91,1.96,1.0,2,2,5,11,29.75,37.42,21.25,28.88,787.5,39.75,-6.27,1023.08,-18.03,0.0,1.1,Huairou,-1,-1,4,4
2013,12,18,6.55,7.84,2.0,2,2,2,7,43.12,55.54,23.12,38.75,,31.57,-4.11,1028.37,-17.67,0.0,1.96,Nongzhanguan,-1,-1,-1,-1
2013,12,18,9.95,-0.87,1.0,1,1,1,1,23.88,24.58,12.54,26.12,518.18,38.39,-4.3,1028.98,-17.95,0.0,1.5,Shunyi,-1,-1,-1,-1
2013,12,18,6.16,12.05,2.0,2,2,2,7,39.88,45.12,19.71,42.21,,20.53,-4.11,1028.37,-17.67,0.0,1.96,Tiantan,-1,-1,-1,-1
2013,12,18,6.29,8.39,2.0,2,2,2,7,65.18,70.42,22.62,42.67,,16.9,-3.99,1026.25,-15.65,0.0,1.62,Wanliu,-1,-1,-1,-1
2013,12,18,4.49,1.59,2.0,2,0,0,0,42.71,59.54,24.04,40.29,1025.0,12.0,-3.81,1025.56,-16.39,0.0,1.85,Wanshouxigong,-1,-1,-1,-1
2013,12,19,3.43,1.81,2.0,0,0,0,3,33.42,60.62,27.29,50.71,1106.67,12.57,-4.12,1024.85,-14.93,0.0,1.47,Aotizhongxin,-1,-1,5,5
2013,12,19,2.18,1.35,2.0,0,3,0,3,57.17,61.25,40.83,47.83,1775.0,14.5,-3.95,1021.62,-16.95,0.0,1.88,Changping,-1,-1,-1,-1
2013,12,19,9.52,-0.73,1.0,1,1,5,1,29.71,32.25,23.38,33.58,829.17,32.5,-3.95,1021.62,-16.95,0.0,1.88,Dingling,-1,-1,-1,-1
2013,12,19,3.63,1.62,2.0,0,0,0,3,41.71,47.71,24.94,50.67,1206.67,20.99,-4.31,1027.02,-17.61,0.0,1.52,Dongsi,-1,-1,5,5
2013,12,19,3.3,2.0,2.0,0,0,0,3,44.62,65.79,25.82,61.06,1266.67,9.79,-4.12,1024.85,-14.93,0.0,1.47,Guanyuan,-1,-1,-1,-1
2013,12,19,-0.39,1.65,2.0,0,3,3,5,50.21,63.83,35.7,63.8,1800.0,14.77,-3.88,1022.93,-15.44,0.0,0.96,Gucheng,2,2,2,2
2013,12,19,6.07,7.01,1.0,2,2,2,7,15.0,16.89,17.11,16.44,455.56,52.44,-6.13,1021.75,-17.48,0.0,1.16,Huairou,-1,-1,-1,-1
2013,12,19,4.61,1.8,2.0,2,0,0,10,37.21,56.71,27.52,51.58,1042.86,23.52,-4.31,1027.02,-17.61,0.0,1.52,Nongzhanguan,-1,-1,-1,-1
2013,12,19,9.96,-0.45,1.0,1,1,1,1,17.33,25.12,11.62,24.04,370.83,49.58,-4.77,1027.62,-17.0,0.0,1.75,Shunyi,-1,-1,-1,-1
2013,12,19,4.47,2.85,2.0,2,0,0,10,39.04,53.88,25.72,59.46,1262.5,19.14,-4.31,1027.02,-17.61,0.0,1.52,Tiantan,-1,-1,5,5
2013,12,19,0.05,1.56,2.0,0,3,3,5,70.54,68.67,34.41,58.86,1586.67,12.07,-4.12,1024.85,-14.93,0.0,1.47,Wanliu,2,2,2,2
2013,12,19,2.78,1.36,2.0,0,0,0,3,46.12,68.46,29.96,57.46,1312.5,7.17,-3.91,1024.13,-15.8,0.0,1.32,Wanshouxigong,-1,-1,-1,-1
2013,12,20,8.32,1.78,2.0,2,2,5,11,35.42,61.17,36.75,59.92,1141.67,13.38,-3.25,1028.52,-14.4,0.0,1.45,Aotizhongxin,-1,-1,4,4
2013,12,20,-0.22,1.52,2.0,0,3,3,5,38.21,44.88,42.42,45.12,1637.5,24.5,-1.45,1025.38,-16.88,0.0,2.14,Changping,2,2,2,2
2013,12,20,10.78,-1.08,1.0,1,1,1,1,14.54,24.5,19.46,16.12,420.83,55.54,-1.45,1025.38,-16.88,0.0,2.14,Dingling,1,1,1,1
2013,12,20,8.53,1.57,2.0,2,2,5,11,34.04,40.17,28.79,55.88,1037.5,24.92,-2.63,1030.62,-17.32,0.0,1.58,Dongsi,-1,-1,-1,-1
2013,12,20,7.84,1.95,2.0,2,2,5,11,34.62,63.92,28.75,65.62,1241.67,11.96,-3.25,1028.52,-14.4,0.0,1.45,Guanyuan,-1,-1,-1,-1
2013,12,20,-0.16,1.47,2.0,0,3,3,5,50.5,70.5,36.5,66.54,2300.0,24.42,-2.38,1026.43,-15.34,0.0,1.1,Gucheng,2,2,2,2
2013,12,20,4.64,4.17,2.0,2,0,0,10,39.77,39.77,35.54,36.38,1350.0,45.92,-4.28,1025.39,-17.05,0.0,1.16,Huairou,-1,-1,-1,-1
2013,12,20,8.39,1.5,2.0,2,2,5,11,32.5,56.62,35.08,59.83,979.17,22.29,-2.63,1030.62,-17.32,0.0,1.58,Nongzhanguan,-1,-1,4,4
2013,12,20,11.64,-2.57,1.0,1,1,1,9,15.54,22.46,18.21,27.25,450.0,48.92,-3.64,1031.27,-15.71,0.0,1.3,Shunyi,-1,-1,-1,-1
2013,12,20,7.11,2.59,2.0,2,2,5,11,29.71,47.0,21.64,63.18,989.47,17.73,-2.63,1030.62,-17.32,0.0,1.58,Tiantan,-1,-1,4,4
2013,12,20,0.86,1.6,3.0,0,3,3,5,78.08,79.29,38.33,65.21,2125.0,20.25,-3.25,1028.52,-14.4,0.0,1.45,Wanliu,2,2,2,2
2013,12,20,8.01,1.56,2.0,2,2,5,11,34.21,56.96,29.62,61.29,1187.5,11.83,-3.86,1027.7,-15.12,0.0,1.43,Wanshouxigong,-1,-1,4,4
2013,12,21,0.49,1.75,2.0,0,3,3,5,57.75,79.62,43.71,68.83,1220.83,12.67,-3.65,1029.2,-13.4,0.0,1.07,Aotizhongxin,2,2,2,2
2013,12,21,-0.17,1.13,2.0,0,3,3,5,70.46,86.75,63.38,69.04,2862.5,15.67,-2.91,1025.86,-15.52,0.0,1.04,Changping,2,2,2,2
2013,12,21,4.43,3.87,2.0,2,0,0,10,40.29,46.92,40.75,44.0,966.67,35.29,-2.91,1025.86,-15.52,0.0,1.04,Dingling,-1,-1,-1,-1
2013,12,21,1.04,2.0,2.0,0,3,0,5,67.62,72.83,37.21,68.04,1320.83,21.0,-2.22,1031.18,-16.25,0.0,1.22,Dongsi,-1,-1,-1,-1
2013,12,21,0.63,2.02,2.0,0,3,3,5,64.75,79.12,38.12,80.5,1400.0,7.17,-3.65,1029.2,-13.4,0.0,1.07,Guanyuan,2,2,2,2
2013,12,21,-1.66,0.83,3.0,0,3,3,4,81.79,106.71,54.38,89.92,2637.5,14.21,-3.17,1027.2,-13.87,0.0,0.8,Gucheng,-1,-1,-1,7
2013,12,21,2.96,3.49,2.0,0,0,0,3,32.83,32.83,38.92,45.04,1320.83,43.75,-4.9,1025.93,-16.3,0.0,0.91,Huairou,-1,-1,-1,-1
2013,12,21,0.6,2.0,2.0,0,3,3,5,60.71,83.04,44.12,77.54,1179.17,15.71,-2.22,1031.18,-16.25,0.0,1.22,Nongzhanguan,2,2,2,2
2013,12,21,2.76,1.66,1.0,0,0,0,3,33.04,48.17,27.25,40.46,825.0,48.83,-2.99,1031.73,-15.31,0.0,1.14,Shunyi,-1,-1,-1,-1
2013,12,21,1.02,2.62,2.0,0,3,0,5,57.96,73.58,29.94,76.33,1471.43,13.02,-2.22,1031.18,-16.25,0.0,1.22,Tiantan,2,2,2,2
2013,12,21,-1.43,1.17,3.0,0,3,3,5,105.62,107.79,56.12,88.33,2016.67,5.63,-3.65,1029.2,-13.4,0.0,1.07,Wanliu,2,2,2,2
2013,12,21,-0.99,1.3,2.0,0,3,3,5,66.96,101.54,40.71,78.08,1545.83,6.79,-4.55,1028.47,-13.59,0.0,0.88,Wanshouxigong,2,2,2,2
2013,12,22,-2.09,0.34,4.0,0,3,3,4,125.21,161.25,68.62,95.46,2604.17,4.83,-3.35,1026.11,-12.57,0.0,1.11,Aotizhongxin,-1,-1,-1,7
2013,12,22,-1.7,1.25,3.0,0,3,3,4,101.92,119.79,74.46,84.62,2316.67,6.08,-3.38,1022.92,-14.88,0.0,0.71,Changping,-1,-1,-1,-1
2013,12,22,1.93,2.57,3.0,0,0,0,3,96.29,87.67,57.92,77.17,1712.5,5.08,-3.38,1022.92,-14.88,0.0,0.71,Dingling,2,2,2,2
2013,12,22,-1.8,0.3,4.0,0,3,3,4,150.79,158.79,69.0,92.54,2620.83,13.38,-3.37,1028.22,-13.95,0.0,1.05,Dongsi,-1,-1,-1,-1
2013,12,22,-1.99,0.32,4.0,0,3,3,4,140.12,164.75,71.12,103.33,2666.67,2.67,-3.35,1026.11,-12.57,0.0,1.11,Guanyuan,-1,-1,-1,7
2013,12,22,-2.49,-0.13,4.0,0,3,3,4,129.62,149.17,74.83,114.33,3520.83,11.42,-3.08,1024.2,-12.69,0.0,0.62,Gucheng,-1,-1,-1,-1
2013,12,22,1.4,2.28,2.0,0,3,0,3,61.25,61.25,48.5,59.04,1879.17,20.42,-5.04,1022.93,-15.29,0.0,0.85,Huairou,-1,-1,-1,6
2013,12,22,-2.53,-0.38,5.0,0,3,3,4,151.71,194.12,85.08,109.0,2904.17,10.21,-3.37,1028.22,-13.95,0.0,1.05,Nongzhanguan,-1,-1,-1,-1
2013,12,22,-1.23,-0.14,4.0,0,3,3,4,132.71,158.21,59.42,86.5,2437.5,11.29,-3.84,1028.82,-13.26,0.0,0.89,Shunyi,-1,-1,-1,-1
2013,12,22,-1.61,0.41,4.0,0,3,3,4,143.38,169.79,44.29,100.71,2525.0,5.67,-3.37,1028.22,-13.95,0.0,1.05,Tiantan,-1,-1,-1,-1
2013,12,22,-3.19,-0.65,5.0,0,3,3,4,187.62,176.25,76.38,107.25,3570.83,1.78,-3.35,1026.11,-12.57,0.0,1.11,Wanliu,-1,-1,-1,7
2013,12,22,-2.7,-0.62,5.0,0,3,3,4,168.75,237.58,78.71,108.75,3333.33,2.58,-4.03,1025.43,-12.74,0.0,0.85,Wanshouxigong,-1,-1,-1,7
2013,12,23,-2.81,-0.18,4.0,0,3,3,4,130.29,182.67,76.17,97.88,3029.17,7.96,-2.94,1026.18,-10.7,0.0,0.78,Aotizhongxin,-1,-1,-1,-1
2013,12,23,-2.04,-0.09,4.0,0,3,3,4,129.0,147.46,81.21,90.04,3450.0,8.17,-2.08,1023.02,-12.65,0.0,0.91,Changping,-1,-1,-1,-1
2013,12,23,1.47,3.09,3.0,0,3,0,3,88.42,85.58,57.67,67.12,1575.0,18.04,-2.08,1023.02,-12.65,0.0,0.91,Dingling,-1,-1,-1,-1
2013,12,23,-3.37,-0.26,4.0,0,3,3,4,134.71,143.33,65.42,89.83,2808.33,18.46,-1.75,1028.28,-13.52,0.0,1.32,Dongsi,-1,-1,-1,-1
2013,12,23,-2.72,0.1,4.0,0,3,3,4,132.83,158.88,75.25,100.46,2854.17,7.21,-2.94,1026.18,-10.7,0.0,0.78,Guanyuan,-1,-1,-1,7
2013,12,23,-2.83,-0.12,3.0,0,3,3,4,115.25,135.83,66.12,107.92,3525.0,12.04,-1.87,1024.31,-11.42,0.0,0.65,Gucheng,-1,-1,-1,7
2013,12,23,1.92,3.46,3.0,0,0,0,3,81.42,96.29,37.69,57.32,1631.82,20.28,-3.49,1023.06,-13.98,0.0,1.05,Huairou,-1,-1,-1,-1
2013,12,23,-3.29,-0.27,5.0,0,3,3,4,163.96,199.83,71.38,100.96,3137.5,24.67,-1.75,1028.28,-13.52,0.0,1.32,Nongzhanguan,-1,-1,-1,-1
2013,12,23,-0.86,1.48,3.0,0,3,3,5,90.79,97.88,50.75,59.54,1787.5,24.42,-2.03,1028.88,-12.69,0.0,1.35,Shunyi,2,2,2,2
2013,12,23,-2.93,0.08,4.0,0,3,3,4,128.5,150.33,29.92,92.54,2616.67,10.42,-1.75,1028.28,-13.52,0.0,1.32,Tiantan,-1,-1,-1,-1
2013,12,23,-3.03,-0.66,5.0,0,3,3,4,189.58,176.08,64.67,112.29,4441.67,4.8,-2.94,1026.18,-10.7,0.0,0.78,Wanliu,-1,-1,-1,7
2013,12,23,-3.12,-0.02,4.0,0,3,3,4,150.5,206.12,73.25,103.38,3183.33,5.88,-2.77,1025.56,-12.23,0.0,0.9,Wanshouxigong,-1,-1,-1,7
2013,12,24,-3.35,-1.41,5.0,0,3,3,4,219.54,269.42,119.29,124.17,5241.67,1.5,-2.5,1027.71,-9.51,0.0,1.23,Aotizhongxin,-1,-1,-1,-1
2013,12,24,0.61,0.65,4.0,0,3,3,5,148.79,161.83,78.33,93.33,2983.33,6.08,-3.27,1024.54,-10.63,0.0,0.93,Changping,-1,-1,-1,-1
2013,12,24,-2.16,0.45,4.0,0,3,3,4,148.08,142.79,52.12,91.58,2629.17,7.12,-3.27,1024.54,-10.63,0.0,0.93,Dingling,-1,-1,-1,7
2013,12,24,-3.1,-1.7,6.0,0,3,3,4,279.21,310.71,116.71,140.21,6300.0,11.12,-3.79,1029.8,-10.29,0.0,1.13,Dongsi,-1,-1,-1,-1
2013,12,24,-3.34,-1.54,5.0,0,3,3,4,244.21,289.33,100.38,138.17,5545.83,1.0,-2.5,1027.71,-9.51,0.0,1.23,Guanyuan,-1,-1,-1,-1
2013,12,24,-3.7,-1.37,5.0,0,3,3,4,179.96,202.79,89.92,130.83,4783.33,11.96,-3.03,1025.72,-9.96,0.0,0.5,Gucheng,-1,-1,-1,-1
2013,12,24,-2.26,0.74,4.0,0,3,3,4,128.79,179.96,72.25,74.29,2454.17,14.42,-5.1,1024.56,-10.72,0.0,0.81,Huairou,-1,-1,-1,-1
2013,12,24,-3.1,-1.49,6.0,0,3,3,4,275.25,336.67,123.62,139.54,6004.17,16.0,-3.79,1029.8,-10.29,0.0,1.13,Nongzhanguan,-1,-1,-1,-1
2013,12,24,-2.51,-0.05,5.0,0,3,3,4,174.29,184.29,75.29,89.04,3587.5,7.46,-3.37,1030.39,-9.65,0.0,0.89,Shunyi,-1,-1,-1,7
2013,12,24,-3.36,-1.75,6.0,0,3,3,4,278.67,317.54,80.0,155.5,6225.0,1.79,-3.79,1029.8,-10.29,0.0,1.13,Tiantan,-1,-1,-1,-1
2013,12,24,-3.57,-1.5,6.0,0,3,3,4,268.62,262.67,80.12,126.79,5179.17,0.62,-2.5,1027.71,-9.51,0.0,1.23,Wanliu,-1,-1,-1,-1
2013,12,24,-3.39,-1.77,6.0,0,3,3,4,281.29,358.46,137.42,165.38,6304.17,2.12,-3.96,1026.94,-10.42,0.0,0.81,Wanshouxigong,-1,-1,-1,-1
2013,12,25,5.03,-2.49,5.0,0,0,5,0,180.58,254.08,88.0,99.71,4000.0,19.04,-1.56,1022.54,-12.5,0.0,2.61,Aotizhongxin,-1,-1,-1,-1
2013,12,25,5.69,-1.06,5.0,2,0,5,0,166.88,183.92,66.54,95.54,1476.19,21.25,-1.72,1019.52,-13.52,0.0,2.31,Changping,-1,-1,-1,-1
2013,12,25,6.67,-3.25,5.0,1,1,5,0,154.42,133.83,43.04,80.42,2741.67,31.42,-1.72,1019.52,-13.52,0.0,2.31,Dingling,-1,-1,-1,-1
2013,12,25,5.55,-2.61,5.0,1,0,5,0,158.17,213.0,87.67,92.5,3112.5,27.67,-1.56,1024.3,-13.4,0.0,3.24,Dongsi,-1,-1,-1,-1
2013,12,25,5.14,-2.6,5.0,0,0,5,0,174.58,248.5,87.21,103.58,3662.5,16.38,-1.56,1022.54,-12.5,0.0,2.61,Guanyuan,-1,-1,-1,-1
2013,12,25,4.47,-2.85,5.0,0,0,5,0,186.96,220.54,75.92,121.79,4641.67,25.71,-1.85,1020.55,-12.06,0.0,1.88,Gucheng,-1,-1,-1,-1
2013,12,25,4.47,-2.29,5.0,0,0,5,0,164.12,181.75,61.88,90.33,3150.0,24.67,-3.52,1019.23,-13.38,0.0,1.32,Huairou,-1,-1,-1,-1
2013,12,25,5.62,-2.73,5.0,1,0,5,0,165.71,241.0,85.0,97.5,3308.33,27.08,-1.56,1024.3,-13.4,0.0,3.24,Nongzhanguan,-1,-1,-1,-1
2013,12,25,5.21,-2.47,5.0,0,0,5,0,162.83,191.33,50.12,82.75,3045.83,20.67,-1.84,1024.98,-12.7,0.0,3.02,Shunyi,-1,-1,-1,-1
2013,12,25,4.54,-2.39,5.0,0,0,5,0,168.58,229.12,38.71,107.71,3541.67,18.5,-1.56,1024.3,-13.4,0.0,3.24,Tiantan,-1,-1,-1,-1
2013,12,25,5.14,-2.77,6.0,0,0,5,0,273.88,263.67,59.83,104.54,4533.33,29.71,-1.56,1022.54,-12.5,0.0,2.61,Wanliu,-1,-1,-1,-1
2013,12,25,4.38,-2.37,5.0,0,0,5,0,181.25,240.29,95.92,107.21,3712.5,13.42,-2.45,1021.72,-12.68,0.0,2.6,Wanshouxigong,-1,-1,-1,-1
2013,12,26,11.0,-0.79,1.0,1,1,1,1,9.62,26.25,10.17,19.17,458.33,45.62,-2.53,1028.33,-18.73,0.0,3.0,Aotizhongxin,1,1,1,1
2013,12,26,10.4,-0.42,1.0,1,1,1,1,10.5,28.12,12.17,23.12,221.05,47.42,-2.59,1025.34,-19.43,0.0,3.37,Changping,1,1,1,1
2013,12,26,13.33,-3.81,1.0,1,1,1,9,7.42,17.08,4.92,4.48,208.33,64.96,-2.59,1025.34,-19.43,0.0,3.37,Dingling,-1,-1,-1,-1
2013,12,26,11.2,-0.73,1.0,1,1,1,1,8.25,18.67,9.38,23.79,395.83,54.5,-1.89,1030.18,-21.06,0.0,4.64,Dongsi,1,1,1,1
2013,12,26,10.95,-0.51,1.0,1,1,1,1,12.58,26.75,8.96,28.38,425.0,44.83,-2.53,1028.33,-18.73,0.0,3.0,Guanyuan,1,1,1,1
2013,12,26,11.11,-0.85,1.0,1,1,1,1,6.38,9.29,6.33,13.79,362.5,66.71,-1.62,1026.23,-19.14,0.0,1.8,Gucheng,1,1,1,1
2013,12,26,10.51,-0.67,1.0,1,1,1,1,9.5,14.08,14.54,18.0,345.83,61.96,-4.62,1024.8,-20.08,0.0,1.12,Huairou,1,1,1,1
2013,12,26,11.76,-2.02,1.0,1,1,1,9,8.5,27.42,10.75,22.54,345.83,44.25,-1.89,1030.18,-21.06,0.0,4.64,Nongzhanguan,1,1,1,1
2013,12,26,11.74,-1.54,1.0,1,1,1,1,8.46,10.25,2.46,14.62,325.0,57.79,-2.14,1030.77,-20.53,0.0,4.2,Shunyi,1,1,1,1
2013,12,26,10.98,-0.72,1.0,1,1,1,1,8.5,16.67,7.88,27.29,450.0,53.33,-1.89,1030.18,-21.06,0.0,4.64,Tiantan,1,1,1,1
2013,12,26,10.07,0.72,1.0,1,1,4,1,28.08,21.92,11.96,19.38,454.17,42.21,-2.53,1028.33,-18.73,0.0,3.0,Wanliu,-1,-1,-1,10
2013,12,26,10.73,-0.17,1.0,1,1,1,1,9.29,18.71,6.25,19.04,483.33,43.54,-1.9,1027.47,-19.97,0.0,2.41,Wanshouxigong,1,1,1,1
2013,12,27,7.14,1.95,2.0,2,0,5,11,23.29,36.17,22.3,41.96,750.0,22.19,-1.59,1024.02,-17.14,0.0,1.53,Aotizhongxin,-1,-1,4,4
2013,12,27,7.39,1.93,1.0,2,0,5,11,24.75,29.88,32.1,38.88,672.73,27.39,-1.9,1020.9,-17.9,0.0,2.33,Changping,-1,-1,4,4
2013,12,27,7.72,1.33,1.0,2,0,5,11,17.54,17.12,20.77,15.15,477.27,47.98,-1.9,1020.9,-17.9,0.0,2.33,Dingling,-1,-1,4,4
2013,12,27,7.39,2.1,2.0,2,2,5,11,20.62,20.83,21.86,47.89,754.55,26.62,-1.39,1025.98,-19.19,0.0,2.04,Dongsi,-1,-1,4,4
2013,12,27,7.24,2.11,2.0,2,0,5,11,22.04,27.83,23.46,53.15,781.82,19.91,-1.59,1024.02,-17.14,0.0,1.53,Guanyuan,-1,-1,4,4
2013,12,27,6.4,1.92,2.0,2,0,5,11,28.29,32.17,23.46,41.58,804.55,43.27,-0.73,1022.01,-17.59,0.0,2.12,Gucheng,-1,-1,4,4
2013,12,27,6.89,2.61,2.0,2,0,5,11,33.29,40.62,47.87,46.31,859.09,29.34,-5.28,1020.68,-18.4,0.0,0.86,Huairou,-1,-1,-1,-1
2013,12,27,6.86,1.65,2.0,2,0,5,11,23.83,33.25,26.05,46.15,640.91,22.57,-1.39,1025.98,-19.19,0.0,2.04,Nongzhanguan,-1,-1,4,4
2013,12,27,7.5,1.86,1.0,2,2,5,11,25.79,30.12,19.87,36.56,645.45,30.78,-2.06,1026.49,-18.9,0.0,2.45,Shunyi,-1,-1,4,4
2013,12,27,7.41,2.03,2.0,2,2,5,11,19.08,21.79,20.39,55.09,772.73,24.16,-1.39,1025.98,-19.19,0.0,2.04,Tiantan,-1,-1,4,4
2013,12,27,7.06,2.21,2.0,2,0,5,11,37.42,34.04,20.92,50.85,895.45,22.65,-1.59,1024.02,-17.14,0.0,1.53,Wanliu,-1,-1,-1,-1
